"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
CARMÉSIA,GUANHÃES,SRE GUANHÃES,EE INDÍGENA PATAXÓ BACUMUXÁ,escola.277657@educacao.mg.gov.br,x,26/05/2022,,
CARMÉSIA,GUANHÃES,SRE GUANHÃES,EE JOSÉ VIEIRA DA SILVA,escola.46884@educacao.mg.gov.br,x,26/05/2022,,
CARMO DA CACHOEIRA,LAVRAS,SRE VARGINHA,EE PEDRO MESTRE,escola.171824@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CARMO DA CACHOEIRA,LAVRAS,SRE VARGINHA,EE PROFESSOR WANDERLEY FERREIRA DE REZENDE,escola.171786@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CARMO DA MATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOAQUIM AFONSO RODRIGUES,escola.32441@educacao.mg.gov.br,x,25/05/2022,24/05/2022,
CARMO DE MINAS,POUSO ALEGRE,SRE ITAJUBÁ,EE GABRIEL RIBEIRO,escola.171956@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CARMO DE MINAS,POUSO ALEGRE,SRE ITAJUBÁ,EE PROFESSOR GUEDES FERNANDES,escola.171964@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DE BOM JESUS DE ANGICOS,escola.32531@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DE ESTIVA,escola.32557@educacao.mg.gov.br,x,20/05/2022,18/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE MELQUÍADES BATISTA DE MIRANDA,escola.32611@educacao.mg.gov.br,x,18/05/2022,18/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE PADRE JOÃO PARREIRAS VILLAÇA,escola.32549@educacao.mg.gov.br,x,20/05/2022,18/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE SÃO FRANCISCO DE ASSIS,escola.307335@educacao.mg.gov.br,x,20/05/2022,18/05/2022,
CARMO DO CAJURU,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE VIGÁRIO JOSÉ ALEXANDRE,escola.32603@educacao.mg.gov.br,x,20/05/2022,18/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,CESEC PROFESSOR ANTÔNIO DE DEUS VIEIRA NETO,escola.118532@educacao.mg.gov.br,x,26/05/2022,27/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE AMADEU GONÇALVES BOAVENTURA,escola.118443@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE ANTÔNIO ATANÁSIO,escola.118559@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE LEÔNCIO FERREIRA DE MELO,escola.305341@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE NOSSA SENHORA DO CARMO,escola.326631@educacao.mg.gov.br,x,municipalizada,,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE PROFESSOR JOSÉ HUGO GUIMARÃES,escola.118494@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO PARANAÍBA,PATOS DE MINAS,SRE PATOS DE MINAS,EE SIZENANDO AMARAL DE EDUCAÇÃO ESPECIAL,escola.118541@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO RIO CLARO,PASSOS,SRE PASSOS,EE GERALDO DE ANDRADE VILELA,escola.115061@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO RIO CLARO,PASSOS,SRE PASSOS,EE MONSENHOR MÁRIO ARAÚJO GUIMARÃES,escola.115088@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CARMO DO RIO CLARO,PASSOS,SRE PASSOS,EE SANTO ANTÔNIO,escola.115053@educacao.mg.gov.br,x,,,
CARMÓPOLIS DE MINAS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE LÍGIA BEATRIZ AMARAL,escola.32689@educacao.mg.gov.br,,27/05/2022,27/05/2022,
CARMÓPOLIS DE MINAS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE PRESIDENTE TANCREDO NEVES,escola.32701@educacao.mg.gov.br,,27/05/2022,27/05/2022,
CARNEIRINHO,UBERABA,SRE UBERABA,EE BOM SUCESSO,escola.159255@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
CARNEIRINHO,UBERABA,SRE UBERABA,EE MARECHAL HERMES,escola.159271@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
CARNEIRINHO,UBERABA,SRE UBERABA,EE PROFESSOR ANTÔNIO DA SILVA,escola.159301@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
CARRANCAS,LAVRAS,SRE SÃO JOÃO DEL REI,EE SARA KUBITSCHEK,escola.133922@educacao.mg.gov.br,x,23/5/2022,23/5/2022,
CARVALHÓPOLIS,ALFENAS,SRE VARGINHA,EE JOÃO DE PAULA CAPRONI,escola.171999@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
CARVALHOS,JUIZ DE FORA,SRE CAXAMBU,EE ANA DANTAS MOTTA,escola.68144@educacao.mg.gov.br,x,17/05/2022,17/05/2022,
CASA GRANDE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE SILVESTRE NUNES,escola.193348@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
CASCALHO RICO,UBERLÂNDIA,SRE MONTE CARMELO,EE BENEDITO VALADARES,escola.200280@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
CÁSSIA,PASSOS,SRE SÃO SEBASTIÃO DO PARAÍSO,EE MELO VIANA,escola.137006@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
CÁSSIA,PASSOS,SRE SÃO SEBASTIÃO DO PARAÍSO,EE SÃO GABRIEL,escola.136948@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE ASTOLFO DUTRA,escola.97306@educacao.mg.gov.br,X,25/05/2022,23/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE CORONEL VIEIRA,escola.97314@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE DOUTOR NORBERTO CUSTÓDIO FERREIRA,escola.97331@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE FRANCISCO INÁCIO PEIXOTO,escola.97322@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE GUIDO MARLIERE,escola.97357@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE MANUEL INÁCIO PEIXOTO,escola.97365@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE MARIETA SOARES TEIXEIRA,escola.97373@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE PROFESSOR CLÓVIS SALGADO,escola.97381@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAGUASES,CATAGUASES,SRE LEOPOLDINA,EE PROFESSOR QUARESMA,escola.97403@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
CATAS ALTAS,PONTE NOVA,SRE METROPOLITANA A,EE ALZIRA AYRES PEREIRA,escola.10545@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
CATAS ALTAS DA NORUEGA,VIÇOSA,SRE CONSELHEIRO LAFAIETE,EE GUSTAVO AUGUSTO DA SILVA,escola.193356@educacao.mg.gov.br,X,31/05/2022,24/05/2022,
CATUJI,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DOUTOR CIRO MACIEL,escola.146749@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
CATUJI,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE GEORGINA FERREIRA BATISTA,escola.330591@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
CATUTI,JANAÚBA,SRE JANAÚBA,EE JOAQUIM TEIXEIRA DE BRITO,escola.239194@educacao.mg.gov.br,x,20/5/2022,20/5/2022,
CATUTI,JANAÚBA,SRE JANAÚBA,EE JOSÉ BARBOSA DE SOUZA,escola.80861@educacao.mg.gov.br,x,20/5/2022,20/5/2022,
CAXAMBU,LAVRAS,SRE CAXAMBU,CEP-CENTRO DE EDUCAÇÃO PROFISSIONAL DE CAXAMBU,escola.344656@educacao.mg.gov.br,,,,
CAXAMBU,LAVRAS,SRE CAXAMBU,EE CABO LUIZ DE QUEIROZ,escola.311880@educacao.mg.gov.br,,,,
CAXAMBU,LAVRAS,SRE CAXAMBU,EE DOMINGOS GONÇALVES DE MELLO MINGOTE,escola.172073@educacao.mg.gov.br,,,,
CAXAMBU,LAVRAS,SRE CAXAMBU,EE RUTH MARTINS DE ALMEIDA,escola.172081@educacao.mg.gov.br,x,,,
CEDRO DO ABAETÉ,CURVELO,SRE PARÁ DE MINAS,EE JOSÉ RIBEIRO DE ANDRADE,escola.307343@educacao.mg.gov.br,,,,
CENTRAL DE MINAS,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE JOSÉ PINTO NETO,escola.42030@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CENTRAL DE MINAS,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PRESIDENTE TANCREDO NEVES,escola.42021@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CENTRALINA,UBERLÂNDIA,SRE ITUIUTABA,EE BELCHIOR DE FARIA,escola.196436@educacao.mg.gov.br,,25/05/2022,,
CENTRALINA,UBERLÂNDIA,SRE ITUIUTABA,EE WILSON DE MELO,escola.196452@educacao.mg.gov.br,,25/05,,
CHÁCARA,JUIZ DE FORA,SRE JUIZ DE FORA,EE BARÃO DO RETIRO,escola.68195@educacao.mg.gov.br,x,18/05/2022,18/05/2022,
CHALÉ,MANHUAÇU,SRE MANHUAÇU,EE GENTIL VASCONCELOS,escola.74969@educacao.mg.gov.br,x,,06/07/2022 (Ana),
CHALÉ,MANHUAÇU,SRE MANHUAÇU,EE JOÃO LÚCIO TRINDADE SOBRINHO,escola.74942@educacao.mg.gov.br,X,,06/07/2022 (Ana),
CHALÉ,MANHUAÇU,SRE MANHUAÇU,EE MANOEL FELISBERTO PEREIRA ALVIM,escola.74926@educacao.mg.gov.br,x,,06/07/2022 (Ana),
CHALÉ,MANHUAÇU,SRE MANHUAÇU,EE PROFESSOR SPERBER,escola.74977@educacao.mg.gov.br,x,,06/07/2022 (Ana),
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE ANTÔNIO MARQUES DE ABREU,escola.338729@educacao.mg.gov.br,X,02/06/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE INHÔ FIGUEIREDO,escola.23396@educacao.mg.gov.br,X,02/06/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE JOSÉ RODRIGUES FIGUEIREDO,escola.23388@educacao.mg.gov.br,X,07/06/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE MONSENHOR MENDES,escola.23434@educacao.mg.gov.br,X,31/05/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE OLÍDIA LEMOS DE OLIVEIRA,escola.23442@educacao.mg.gov.br,X,02/06/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE PROFESSOR GERALDO WILSON BENÍCIO,escola.23400@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE PROFESSORA MARIA GOMES DA SILVA,escola.23426@educacao.mg.gov.br,X,07/06/2022,23/05/2022,
CHAPADA DO NORTE,CAPELINHA,SRE ARAÇUAÍ,EE ZÉ DE CALU,escola.23418@educacao.mg.gov.br,X,02/06/2022,23/05/2022,
CHAPADA GAÚCHA,UNAÍ,SRE JANUÁRIA,EE DA FAZENDA SANTA CATARINA,escola.63410@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
CHAPADA GAÚCHA,UNAÍ,SRE JANUÁRIA,EE MOACIR CÂNDIDO,escola.205460@educacao.mg.gov.br,X,25/05/2022,26/05/2022,
CHAPADA GAÚCHA,UNAÍ,SRE JANUÁRIA,EE SERRA DAS ARARAS,escola.63151@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
CHIADOR,JUIZ DE FORA,SRE JUIZ DE FORA,EE SANTO ANTÔNIO,escola.346217@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
CIPOTÂNEA,VIÇOSA,SRE BARBACENA,EE JOSÉ DIAS PEDROSA,escola.15644@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
CLARAVAL,PASSOS,SRE SÃO SEBASTIÃO DO PARAÍSO,EE IARBAS RODRIGUES,escola.137065@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
CLARO DOS POÇÕES,MONTES CLAROS,SRE MONTES CLAROS,EE AMÂNCIO JUVÊNCIO DA FONSECA,escola.79839@educacao.mg.gov.br,x,15/06/2022,15/06/2022,
CLARO DOS POÇÕES,MONTES CLAROS,SRE MONTES CLAROS,EE DONA VALENTINA ALKIMIM,escola.79855@educacao.mg.gov.br,x,15/06/2022,15/06/2022,
CLÁUDIO,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE CUSTÓDIO COSTA,escola.32883@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
CLÁUDIO,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE INOCÊNCIO AMORIM,escola.310476@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
CLÁUDIO,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,escola.32875@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
CLÁUDIO,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE QUINTO ALVES TOLENTINO,escola.32751@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
COIMBRA,VIÇOSA,SRE UBÁ,EE EMÍLIO JARDIM,escola.128635@educacao.mg.gov.br,X,27/05/2022,26/05/2022,
COLUNA,DIAMANTINA,SRE GUANHÃES,EE DO JAPÃO,escola.42056@educacao.mg.gov.br,,27/06/2022,,
COLUNA,DIAMANTINA,SRE GUANHÃES,EE PROFESSORA ALMERINDA AGUIAR,escola.213969@educacao.mg.gov.br,,27/06/2022,,
COLUNA,DIAMANTINA,SRE GUANHÃES,EE PROFESSORA HEROÍNA TORRES,escola.42072@educacao.mg.gov.br,,27/06/2022,,
COMENDADOR GOMES,UBERABA,SRE UBERABA,EE COMENDADOR GOMES,escola.330671@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
COMERCINHO,ALMENARA,SRE ARAÇUAÍ,EE ALPHONSUS DE GUIMARÃES,escola.184641@educacao.mg.gov.br,X,25/05/2022,24/05/2022,
COMERCINHO,ALMENARA,SRE ARAÇUAÍ,EE FERNANDO DA COSTA AMARAL,escola.184667@educacao.mg.gov.br,X,25/05/2022,24/05/2022,
CONCEIÇÃO DA APARECIDA,PASSOS,SRE POÇOS DE CALDAS,EE DONA COTINHA,escola.124346@educacao.mg.gov.br,x,24/05/2022,25/05/2022,
CONCEIÇÃO DA APARECIDA,PASSOS,SRE POÇOS DE CALDAS,EE PADRE JOSÉ ANTÔNIO PANUCCI,escola.124311@educacao.mg.gov.br,x,24/05/2022,25/05/2022,
CONCEIÇÃO DA BARRA DE MINAS,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE ADÍLIO JOSÉ BORGES,escola.133931@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
CONCEIÇÃO DAS ALAGOAS,UBERABA,SRE UBERABA,EE HERCULÉGIO ANTÔNIO BORGES,escola.316041@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
CONCEIÇÃO DAS ALAGOAS,UBERABA,SRE UBERABA,EE JOSÉ ALEXANDRE MIZIARA,escola.158674@educacao.mg.gov.br,X,25/05/2022,24/05/2022,
CONCEIÇÃO DAS PEDRAS,POUSO ALEGRE,SRE ITAJUBÁ,EE ANTÔNIO CARLOS,escola.54810@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
CONCEIÇÃO DE IPANEMA,MANHUAÇU,SRE MANHUAÇU,EE GOVERNADOR JUSCELINO KUBITSCHEK,escola.74985@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE ARACY PEDRELINA DE LIMA OLIVEIRA,escola.23469@educacao.mg.gov.br,,20/05/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE CAROLINA OTONI,escola.23531@educacao.mg.gov.br,,20/05/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE DE ITACOLOMI,escola.23582@educacao.mg.gov.br,,,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE JOÃO MARIANO RIBEIRO,escola.23612@educacao.mg.gov.br,,20/05/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE LEANDRO PEREIRA MALAQUIAS,escola.23574@educacao.mg.gov.br,,24/05/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE MESTRE SEBASTIÃO JORGE,escola.23515@educacao.mg.gov.br,,23/05/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE PROFESSORA MARIA AMÉLIA RIBEIRO,escola.23604@educacao.mg.gov.br,,13/06/2022,,
CONCEIÇÃO DO MATO DENTRO,DIAMANTINA,SRE DIAMANTINA,EE SÃO JOAQUIM,escola.23451@educacao.mg.gov.br,,24/05/2022,,
CONCEIÇÃO DO PARÁ,DIVINÓPOLIS,SRE PARÁ DE MINAS,EE BOM JESUS DO OESTE,escola.32891@educacao.mg.gov.br,x,01/06/2022,30/05/2022,
CONCEIÇÃO DO PARÁ,DIVINÓPOLIS,SRE PARÁ DE MINAS,EE DOUTOR ISAURO EPIFÂNIO,escola.32921@educacao.mg.gov.br,x,07/06/2022,06/06/2022,
CONCEIÇÃO DO RIO VERDE,LAVRAS,SRE CAXAMBU,EE DOM OTHON MOTTA,escola.172146@educacao.mg.gov.br,X,24/5/2022,20/05/2022,
CONCEIÇÃO DO RIO VERDE,LAVRAS,SRE CAXAMBU,EE PADRE PEDRO RIBEIRO DE CASTRO,escola.172120@educacao.mg.gov.br,X,23/5/2022,20/05/2022,
CONCEIÇÃO DOS OUROS,POUSO ALEGRE,SRE ITAJUBÁ,EE JOÃO RIBEIRO DE CARVALHO,escola.54836@educacao.mg.gov.br,x,16/05/2022,16/05/2022,
CÔNEGO MARINHO,JANUÁRIA,SRE JANUÁRIA,EE DE CANDEAL,escola.62570@educacao.mg.gov.br,,,,
CÔNEGO MARINHO,JANUÁRIA,SRE JANUÁRIA,EE DE CÔNEGO MARINHO,escola.62545@educacao.mg.gov.br,X,01/06/2022,01/06/2022,
CÔNEGO MARINHO,JANUÁRIA,SRE JANUÁRIA,EE DE CRUZ DOS ARAÚJOS,escola.62561@educacao.mg.gov.br,X,01/06/2022,01/06/2022,
CÔNEGO MARINHO,JANUÁRIA,SRE JANUÁRIA,EE DE OLHOS D'ÁGUA,escola.62553@educacao.mg.gov.br,X,01/06/2022,01/06/2022,
CÔNEGO MARINHO,JANUÁRIA,SRE JANUÁRIA,EE PROFESSORA MARIA GIL DE ALMEIDA DOS SANTOS,escola.369829@educacao.mg.gov.br,X,01/06/2022,01/06/2022,
CONFINS,SETE LAGOAS,SRE METROPOLITANA C,EE SÃO JOSÉ DE CONFINS,escola.9504@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
CONGONHAL,GUAXUPÉ,SRE POUSO ALEGRE,EE MENDES DE OLIVEIRA,escola.124389@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
CONGONHAS,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE BARÃO DE CONGONHAS,escola.193381@educacao.mg.gov.br,x,escola municipalizada,escola municipalizada,
CONGONHAS,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE BARÃO DE PARAOPEBA,escola.193399@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
CONGONHAS,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE FELICIANO MENDES,escola.193429@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
CONGONHAS,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE LAMARTINE DE FREITAS,escola.193453@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
CONGONHAS DO NORTE,DIAMANTINA,SRE DIAMANTINA,EE CAPITÃO MIGUEL JORGE SAFE,escola.23621@educacao.mg.gov.br,,15/06/2022,,
CONQUISTA,UBERABA,SRE UBERABA,EE DR LINDOLFO BERNARDES,escola.310883@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,CESEC PROFESSOR JOSÉ MARTINS SOBRINHO,escola.193704@educacao.mg.gov.br,X,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE AUGUSTO JOSÉ VIEIRA,escola.193551@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE DOMINGOS BEBIANO,escola.193577@educacao.mg.gov.br,x,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE DOUTOR ANTERO CHAVES,escola.193593@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE DOUTOR ANTONIO NOGUEIRA DE REZENDE,escola.193801@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE GENERAL OSWALDO PINTO DA VEIGA,escola.193615@educacao.mg.gov.br,x,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE GENERAL SYLVIO RAULINO DE OLIVEIRA,escola.193631@educacao.mg.gov.br,X,23/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE GERALDO BITTENCOURT,escola.193658@educacao.mg.gov.br,X,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE ISAURA FERREIRA,escola.193691@educacao.mg.gov.br,X,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE LOPES FRANCO,escola.193747@educacao.mg.gov.br,X,19/06/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE LUIZ DE MELLO VIANNA SOBRINHO,escola.193755@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE MARECHAL HUMBERTO DE ALENCAR CASTELLO BRANCO,escola.193763@educacao.mg.gov.br,x,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE MOACIR DE SOUZA DIAS,escola.219037@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE MONSENHOR ANTÔNIO JOSÉ FERREIRA,escola.193682@educacao.mg.gov.br,X,24/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE MONSENHOR HORTA,escola.193666@educacao.mg.gov.br,X,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE NARCISO DE QUEIRÓS,escola.193771@educacao.mg.gov.br,x,27/05/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE PACÍFICO VIEIRA,escola.193780@educacao.mg.gov.br,X,,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE PROFESSOR ALCIDES RODRIGUES PEREIRA,escola.193526@educacao.mg.gov.br,"Seguindo orientações, comunico que apenas a E.E PROFESSOR ALCIDES RODRIGUES PEREIRA , não enviou o recibo, acusando o recebimento dos mapas de produção, no entanto foi apurado que esta escola no momento opera dentro das instalações da E.E GENERAL SYLVIO RAULINO DE OLIVEIRA , motivo pelo qual não devem ter enviado ,pois acreditamos que a organização da merenda está na administração de escola cedente do espaço. e a mesmo respondeu ao Email ,",Escola Municipalizada,Escola Municipalizada,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE PROFESSOR ASTOR VIANNA,escola.193542@educacao.mg.gov.br,X,19/06/2022,,
CONSELHEIRO LAFAIETE,BELO HORIZONTE,SRE CONSELHEIRO LAFAIETE,EE QUEIROZ JÚNIOR,escola.193585@educacao.mg.gov.br,x,,,
CONSELHEIRO PENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE DE CONSELHEIRO PENA,escola.42081@educacao.mg.gov.br,x,01/06/2022,19/05/2022,
CONSELHEIRO PENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE JOSÉ RICARDO NEIVA,escola.42251@educacao.mg.gov.br,x,,19/05/2022,
CONSELHEIRO PENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE LUIZ GONZAGA BASTOS,escola.42129@educacao.mg.gov.br,x,01/06/2022,19/05/2022,
CONSELHEIRO PENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE MARIA GARCIA PINTO,escola.42200@educacao.mg.gov.br,,01/06/2022,19/05/2022,
CONSELHEIRO PENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE MARIA GUILHERMINA PENA,escola.42145@educacao.mg.gov.br,x,01/06/2022,19/05/2022,
CONSOLAÇÃO,POUSO ALEGRE,SRE ITAJUBÁ,EE PROFESSOR FRANCISCO MANOEL DO NASCIMENTO,escola.54852@educacao.mg.gov.br,X,19/05/2022,19/05/2022,
CONTAGEM,BELO HORIZONTE,SRE METROPOLITANA B,CESEC CLEMENTE DE FARIA,escola.8885@educacao.mg.gov.br,Sem convênio,15/06/2022,27/05/2022,
